Название,Цена,Рейтинг,Количество отзывов,Страна,Гарантия,Операционная система,Потребляемая мощность,Диагональ,Технология,Разрешение экрана,Поддержка HDR,Воспроизведение видео через USB,Smart TV,Управление,Таймер выключения,Часы,Защита от детей,Телетекст,Функция TimeShift,Запись телепередач (PVR),Разъем для модуля DVB CAM (слот CI),Стандарт VESA,Смартфон в качестве пульта ДУ,Пульт ДУ,Технология HDMI ARC,Цифровое шумоподавление,Поддерживаемые цифровые стандарты,Тип звуковой системы,Суммарная мощность,Композитный вход,Аудиовход RCA,Компонентный,Аудиовыход RCA,HDMI,Версия HDMI,Вход для ПК,Коаксиальный аудиовыход,Оптический аудиовыход,Оптический аудиовход,Выход для наушников,USB,Количество разъемов USB,Ethernet (LAN),Bluetooth,Wi-Fi,Вход 3.5 мм аудио,Вход 3.5 мм аудио/видео,Выход 3.5 мм аудио,Выход 3.5 мм аудио/видео,Подставка,Высота с подставкой,Ширина с подставкой,Глубина с подставкой,Высота,Ширина,Глубина,Вес с подставкой,Вес без подставки,Цвет,Формат,Цветовая система,Кол-во встроенных динамиков,Мощность,Вес,Тип светодиодной подсветки,Частота обновления,Таймер включения,eARC,Поддерживаемые форматы,Объем встроенной памяти,Акустическая схема,Батарейки для пульта ДУ,Количество ядер процессора,Объемное звучание,Тип матрицы,Угол обзора по вертикали,Угол обзора по горизонтали,Русифицированное меню,Гид по программам,Родительский контроль,Масштабирование,Модель процессора,Яркость,Динамическая контрастность,Время отклика,Количество тюнеров,Чтение карт памяти,Контрастность,Объем оперативной памяти,VGA (D-Sub),Коаксиальный аудиовход,Версия ОС на начало продаж,Любимые каналы,Технологии улучшения изображения,Эквалайзер,Производитель процессора,Автоматическая регулировка громкости,NFC,Композитный выход,Слот для карт памяти,Технологии улучшения звука,Картинка в картинке (PIP),Встроенный DVD-плеер,Встроенный сабвуфер,Мощность сабвуфера,Подсветка Ambilight,Изогнутый экран,Прогрессивная развертка,Изменение формата,Регулировка контрастности,Предустановки изображения,Автоматическая настройка,SCART,Гребенчатый фильтр,Частота процессора,Список программ,Антибликовое покрытие,Дополнительная информация,Поддержка 3D,Количество каналов,Ручная настройка,Встроенное радио
"Ultra HD (4K) OLED телевизор 55"" Sony XR-55A80J",161 990 р.,0.0,0.0,Словакия,1 год,Android TV,122 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Audio,30 Вт,,,,,4.0,2.1,,,Есть,,Есть,Есть ,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",3.0,2х5 Вт,,,120 Гц ,Есть,,,16 ГБ,,,,Есть,,,,,,,Есть,,,,,,,,,,,10,,,,,,,,,,,,Есть ,20 Вт,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 55"" LG OLED55C34LA",201 190 р.,0.0,0.0,Польша,1 год,WebOS,70 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,Есть ,Есть,Есть,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Atmos,40 Вт,,,,,4.0,2.1,,,Есть,,Есть,Есть ,3.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,,4.0,,,,100 Гц ,,,,,,,4.0,Есть,,180 °,180 ° ,,,,Есть,,,,0.1 мс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 65"" LG OLED65C36LC",239 190 р.,0.0,0.0,Польша,1 год,WebOS,100 Вт,"65"" (165.1 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,40 Вт,,,,,4.0,,,,Есть,,Есть,Есть ,3.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,,,,100 Гц ,Есть,,,,,,,Есть,,,,,Есть,,Есть,a9 4K Gen6,,,,,,,,,,,Есть,,,,,,,,,,,Есть ,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" TCL 43P635",24 990 р.,0.0,0.0,Китай,1 год,Android TV,90 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",Dolby Audio,,,,,Есть,3.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,,2.0,20 Вт,,,60 Гц ,,,,,2.1,,4.0,,,178 °,178 ° ,,,,Есть,AiPQ Engine 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" LG 55UQ81009",57 390 р.,0.0,0.0,Казахстан,1 год,WebOS,135 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,2.0,2.0,,,Есть,,Есть,Есть ,1.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,"PAL, SECAM",2.0,2х10 Вт,,Direct LED,60 Гц ,,,,,2.0,,4.0,,IPS,,,,,,Есть,α5 Gen5 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Samsung UE55AU7100",51 190 р.,0.0,0.0,Вьетнам,1 год,Tizen,150 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,200x200 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",,20 Вт,,,,,3.0,2.0,,,Есть,,Есть,Есть ,1.0,Есть ,Есть,Есть ,,,,,Есть ,78.33 см,,,,,,,,,16:9,"PAL, SECAM",,,,,60 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 55"" LG OLED55A2RLA",118 990 р.,0.0,0.0,Индонезия,1 год,WebOS,130 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,4.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,,60 Гц ,,Есть,,,2.0,,,,,178 °,178 ° ,,Есть,,Есть,α7 Gen5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,
"Ultra HD (4K) LED телевизор 65"" LG 65UQ76003",76 290 р.,0.0,0.0,Казахстан,1 год,WebOS,195 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,300x300 ,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,2.0,2.0,,,Есть,,Есть,Есть ,1.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,,2.0,,,Direct LED,60 Гц ,,Есть,,,2.0,,4.0,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" Samsung UE65AU7100",70 690 р.,0.0,0.0,Казахстан,1 год,Tizen,200 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,400x300 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",,20 Вт,,,,,3.0,2.0,,,Есть,,Есть,Есть ,1.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,,,,60 Гц ,,Есть,,,,,,,,178 °,178 ° ,,,,,UHD 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 65"" LG OLED65G2RLA",258 990 р.,0.0,0.0,Индонезия,1 год,WebOS,190 Вт,"65"" (165.1 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,60 Вт,,,,,4.0,2.1,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,4х10 Вт,,,120 Гц ,,Есть,,,4.2,,4.0,Есть,,178 °,178 ° ,,Есть,,Есть,A9 Gen5,,,,,,,,,,,,,,,,,,,,,,Есть ,2х10 Вт,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" LG 65UQ81009",80 490 р.,0.0,0.0,Казахстан,1 год,WebOS,195 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,,Есть,Есть,300x300 ,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,2.0,2.0,,,Есть,,Есть,Есть ,1.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,,2.0,,,Direct LED,60 Гц ,,Есть,,,2.0,,4.0,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" LG 43UQ76906",45 490 р.,0.0,0.0,Казахстан,1 год,WebOS,125 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,200x200 ,Есть,Есть,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,2.0,2.0,,Есть,Есть,,Есть,Есть ,1.0,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,,,,,Direct LED,60 Гц ,,Есть,,,2.0,,4.0,,,,,,,Есть,,α5 V поколения 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG NanoCell 50NANO769QA",53 190 р.,0.0,0.0,Индонезия,1 год,WebOS,130 Вт,"50"" (127 см) ",NanoCell ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,3.0,2.0,,Есть,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,Direct LED,60 Гц ,,,,,2.0,,4.0,,,,,,,Есть,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 110"" Samsung MNA110MS1AC",17 999 990 р.,5.0,5.0,Вьетнам,1 год,Tizen,950 Вт,"110"" (279.4 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,800x800 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,6.0,2.1,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,139 см,243 см,41 см,,,,,,,16:9,,,80 Вт,,,120 Гц ,,Есть,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Haier 50 Smart TV S5",49 990 р.,0.0,0.0,Китай,1 год,Android TV,120 Вт,"50"" (127 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,,,,,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM стерео,30 Вт,,,,,4.0,2.1,,,,,Есть,,2.0,Есть ,Есть,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,,,,60 Гц ,Есть,,,,,,,Есть,,178 °,178 ° ,,,,Есть,,350 кд/м² ,,8 мс,,,5000:1,,,,11,,,Есть,,,,Есть,,Dolby Atmos,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Samsung UE43TU7002",35 790 р.,0.0,0.0,Россия,1 год,Tizen,90 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,200x200 ,,Есть,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3.0,2.0,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,,60 Гц ,,,,,2.0,,,,,,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 43"" Vekta LD-43SF4815WS",16 190 р.,0.0,0.0,Россия,1 год,"Яндекс.ТВ, Android TV",90 Вт,"43"" (109.2 см) ",LED ,1920x1080 Пикс (Full HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,Есть ,Есть,,Есть,200x100 ,,Есть,,,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM стерео,,,,,,2.0,,,Есть,,,Есть,Есть ,2.0,Есть ,,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,Direct LED,60 Гц ,,,,8 ГБ,,,,,,178 °,178 ° ,,,,,,260 кд/м² ,,,,,1200:1,1 ГБ,,,Android 9.0 PIE,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Vekta LD-55SU8815BS",26 290 р.,0.0,0.0,Россия,1 год,"Яндекс.ТВ, Android TV",115 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,,,,,,,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM,,,,Есть,,3.0,,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,Direct LED,60 Гц ,,,"MP3, AVI, MKV, JPEG",8 ГБ,2.0,,,,,178 °,178 ° ,,,,,,300 кд/м² ,,,2.0,,5000:1,1.5 ГБ,,,Android 9.0 PIE,,,,,,,,,,,,,,,,Есть,,,,,,Есть,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" Philips 65PUS7406/60",54 990 р.,0.0,0.0,Россия,1 год,Android TV,115 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,,,,,,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos,,,,,,4.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,,60 Гц ,,,"MP3, AVI, MKV, WMA, MPEG4",,2.0,,4.0,,,,,,Есть,,,,350 кд/м² ,,,,,,,,,Android 10.0,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 55"" Samsung QE55Q60AAUXXH",69 790 р.,0.0,0.0,Венгрия,1 год,Tizen,85 Вт,"55"" (139.7 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,,Есть,200x200 ,,Есть,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3.0,2.0,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,75 см,123.2 см,,,,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,,60 Гц ,,,,,2.0,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 55"" Samsung UE55AU8072UXXH",59 790 р.,0.0,0.0,Словакия,1 год,Tizen,103 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,200x200 ,Есть,,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3.0,2.0,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,,60 Гц ,,Есть,,,2.0,,,,,,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 55"" Samsung 55Q80BA",107 690 р.,0.0,0.0,Вьетнам,1 год,Tizen,156 Вт,"55"" (139.7 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,200x200 ,Есть,,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Atmos,60 Вт,,,,,4.0,2.1,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,,,,100 Гц ,,Есть,,,2.2,,,,,,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,,,Есть ,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) Neo QLED телевизор 55"" Samsung 55QN85BA",131 990 р.,0.0,0.0,Вьетнам,1 год,Tizen,132 Вт,"55"" (139.7 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Atmos,60 Вт,,,,,4.0,2.1,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,"PAL, SECAM",,,,,100 Гц ,,Есть,,,2.2,,4.0,,,,,,Есть,,Есть,Neo Quantum,,,,,,,,,,,,,,,,,,,,,,Есть ,,,,,,,,Есть,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 65"" Samsung 65Q60BA",102 590 р.,0.0,0.0,Вьетнам,1 год,Tizen,175 Вт,"65"" (165.1 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,400x300 ,Есть,,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3.0,2.0,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,,50 Гц ,,Есть,,,2.0,,,,,,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 75"" Samsung 75Q80BA",202 190 р.,0.0,0.0,Вьетнам,1 год,Tizen,267 Вт,"75"" (190.5 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,400x400 ,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos,60 Вт,,,,,4.0,2.1,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,,,,100 Гц ,,Есть,,,2.2,,,,,,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,,,Есть ,,,,,,,,Есть,,,,,,,,,,
"Ultra HD (4K) Neo QLED телевизор 75"" Samsung 75QN85BA",236 590 р.,0.0,0.0,Вьетнам,1 год,Tizen,250 Вт,"75"" (190.5 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,400x400 ,Есть,,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Audio,60 Вт,,,,,4.0,2.1,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,,,,100 Гц ,,Есть,,,2.2,,,,,,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 50"" Samsung 50LS03BA",100 790 р.,0.0,0.0,Вьетнам,1 год,Tizen,106 Вт,"50"" (127 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,,Есть,,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",,,,,,,4.0,2.0,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,67.92 см,112 см,22.7 см,64 см,112 см,,,,,16:9,"NTSC, PAL, SECAM",,20 Вт,,Direct LED,100 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" Haier 65 Smart TV MX",63 990 р.,0.0,0.0,Китай,1 год,Android TV,170 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM стерео,,,Есть,,Есть,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,Direct LED,60 Гц ,Есть,,,,,,,Есть,,176 °,176 ° ,,,Есть,Есть,,300 кд/м² ,,8 мс,,,5000:1,,,,9.0,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG NanoCell 50NANO816PA",47 190 р.,0.0,0.0,Польша,1 год,WebOS,68 Вт,"50"" (127 см) ",NanoCell ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,,Есть,,,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",Ultra Surround,,,,,,4.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,Edge LED,60 Гц ,,Есть,,,2.0,,4.0,,,,,,Есть,,Есть,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Sony KD-55X85K",102 990 р.,0.0,0.0,Малайзия,1 год,Android TV,122 Вт,"55"" (139.7 см) ",Triluminos ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,,Есть,300x300 ,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",,,,,,,4.0,,,,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,78.2 см,,,,,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,Direct LED,120 Гц ,,,,16 ГБ,2.0,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" LG 55UP80003LR",54 390 р.,0.0,0.0,Польша,1 год,WebOS,120 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,,Есть,,,Есть,,Есть,"DVB-C2, DVB-S2, DVB-T2 ",,,,,,,3.0,,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,77.2 см,123.5 см,23.2 см,,,,,,,,"PAL, SECAM",2.0,2х10 Вт,,Direct LED,60 Гц ,,,,,2.0,Есть,4.0,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 75"" Sony KD-75X81K",184 990 р.,0.0,0.0,Словакия,1 год,Android TV,205 Вт,"75"" (190.5 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,,Есть,300x300 ,,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,Есть,,,4.0,,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,104.1 см,167.5 см,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,Direct LED,60 Гц ,,,,,2.0,Есть,,,,,,,,,,,,,,,,,,,Есть,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Samsung UA55AU7700KXXT",49 790 р.,0.0,0.0,Вьетнам,1 год,Tizen,145 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,200x200 ,,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3.0,2.0,,,,,,Есть ,1.0,Есть ,Есть,Есть ,,,,,Есть ,78.4 см,123.1 см,25 см,,,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,,60 Гц ,,,,,2.0,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Samsung UE50AU7170UXZT",49 790 р.,0.0,0.0,Венгрия,1 год,Tizen,145 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,200x200 ,Есть,,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3.0,2.0,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,,60 Гц ,,,,,2.0,,,,,,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
